goalnum;PR_GOALNUM;goalnum;model;real;TIME
0;0.0026357606596257;0;2022;2063;11/07/2018
0;0.0026357606596257;0;2022;2063;11/07/2018
0;0.0025746420620092;0;2022;2063;11/07/2018
1;0.0025039581429448;0;2023;2063;11/07/2018
12;0.0024793234252118;2;2035;2065;11/07/2018
0;0.0024393407150442;0;2035;2065;11/07/2018
0;0.0024274724069328;0;2035;2065;12/07/2018
1;0.0024274724069328;0;2036;2065;12/07/2018
0;0.0024274724069328;1;2036;2066;12/07/2018
0;0.0024274724069328;0;2036;2066;12/07/2018
7;0.0024162642910189;0;2043;2066;12/07/2018
0;0.0024059226844337;0;2043;2066;12/07/2018
0;0.0023685135963188;0;2043;2066;12/07/2018
0;0.0023409095519269;0;2043;2066;12/07/2018
1;0.0023409095519269;1;2044;2067;12/07/2018
0;0.0023390643768341;0;2044;2067;12/07/2018
0;0.0023350541663665;0;2044;2067;12/07/2018
0;0.0023297014360131;0;2044;2067;12/07/2018
0;0.0023297014360131;0;2044;2067;12/07/2018
0;0.0023297014360131;0;2044;2067;12/07/2018
0;0.0023238460504526;0;2044;2067;12/07/2018
2;0.0022649333028641;2;2046;2069;12/07/2018
2;0.0022252130020056;1;2048;2070;12/07/2018
0;0.0022252130020056;0;2048;2070;12/07/2018
0;0.0021879008608329;0;2048;2070;12/07/2018
0;0.0021879008608329;0;2048;2070;12/07/2018
0;0.0021879008608329;0;2048;2070;12/07/2018
1;0.0021879008608329;0;2049;2070;12/07/2018
0;0.0021682318289291;0;2049;2070;12/07/2018
0;0.0021322593081368;1;2049;2071;12/07/2018
0;0.0021318743058276;0;2049;2071;12/07/2018
0;0.0021310928983591;0;2049;2071;12/07/2018
1;0.0021310928983591;0;2050;2071;12/07/2018
0;0.0021156661440735;0;2050;2071;13/07/2018
0;0.002101338005827;0;2050;2071;13/07/2018
0;0.002101338005827;0;2050;2071;13/07/2018
0;0.002101338005827;3;2050;2074;13/07/2018
0;0.002101338005827;0;2050;2074;13/07/2018
0;0.002101338005827;1;2050;2075;13/07/2018
0;0.002101338005827;0;2050;2075;13/07/2018
0;0.002101338005827;0;2050;2075;13/07/2018
0;0.002101338005827;0;2050;2075;13/07/2018
0;0.002101338005827;0;2050;2075;13/07/2018
3;0.002101338005827;0;2053;2075;13/07/2018
0;0.002101338005827;0;2053;2075;13/07/2018
0;0.002101338005827;0;2053;2075;13/07/2018
1;0.002101338005827;0;2054;2075;13/07/2018
1;0.002101338005827;0;2055;2075;13/07/2018
0;0.002101338005827;0;2055;2075;13/07/2018
0;0.002101338005827;0;2055;2075;13/07/2018
0;0.002101338005827;0;2055;2075;13/07/2018
1;0.002101338005827;1;2056;2076;13/07/2018
2;0.002101338005827;0;2058;2076;13/07/2018
0;0.002101338005827;0;2058;2076;13/07/2018
0;0.002101338005827;1;2058;2077;13/07/2018
2;0.002101338005827;0;2060;2077;13/07/2018
0;0.002101338005827;0;2060;2077;13/07/2018
0;0.002101338005827;0;2060;2077;13/07/2018
0;0.0020688983342777;0;2060;2077;16/07/2018
0;0.0020353042734252;1;2060;2078;16/07/2018
1;0.0020285305479773;0;2061;2078;16/07/2018
0;0.0019902233216589;1;2061;2079;16/07/2018
0;0.0019739983921221;0;2061;2079;16/07/2018
0;0.0019709326599747;12;2061;2091;16/07/2018
0;0.001926815013902;0;2061;2091;16/07/2018
0;0.001926815013902;1;2061;2092;16/07/2018
1;0.001926815013902;0;2062;2092;16/07/2018
1;0.001914683701443;0;2063;2092;16/07/2018
0;0.0018175234292613;0;2063;2092;17/07/2018
0;0.001800430084833;0;2063;2092;17/07/2018
0;0.0017937662960023;0;2063;2092;17/07/2018
0;0.001782532892787;0;2063;2092;17/07/2018
0;0.0017647156762435;0;2063;2092;17/07/2018
0;0.0017647156762435;0;2063;2092;17/07/2018
0;0.0017419332956556;5;2063;2097;17/07/2018
0;0.0017400598758228;0;2063;2097;17/07/2018
0;0.0017400598758228;0;2063;2097;17/07/2018
0;0.0017315501591069;0;2063;2097;17/07/2018
0;0.0016925841442045;1;2063;2098;17/07/2018
0;0.001684057566426;0;2063;2098;17/07/2018
0;0.0016491971402174;0;2063;2098;17/07/2018
2;0.0016251918822682;0;2065;2098;17/07/2018
1;0.0015817781287227;0;2066;2098;17/07/2018
5;0.0015617537540786;0;2071;2098;17/07/2018
3;0.0015617537540786;0;2074;2098;17/07/2018
0;0.0015179433521294;0;2074;2098;17/07/2018
1;0.0015123778724649;0;2075;2098;17/07/2018
0;0.0015123778724649;0;2075;2098;17/07/2018
2;0.0015045958153578;0;2077;2098;17/07/2018
0;0.0014684676919841;0;2077;2098;17/07/2018
0;0.0014651055244834;2;2077;2100;17/07/2018
1;0.0014617139925745;0;2078;2100;17/07/2018
1;0.0014605908441499;0;2079;2100;18/07/2018
0;0.0014386375685492;2;2079;2102;18/07/2018
0;0.0014386375685492;0;2079;2102;18/07/2018
1;0.0014386375685492;0;2080;2102;18/07/2018
0;0.0014382504760776;0;2080;2102;18/07/2018
0;0.0013922459322902;1;2080;2103;18/07/2018
14;0.0013737520280569;0;2094;2103;18/07/2018
10;0.0013737520280569;0;2104;2103;18/07/2018
0;0.0013737520280569;0;2104;2103;18/07/2018
0;0.0013737520280569;0;2104;2103;18/07/2018
0;0.0013671056597872;0;2104;2103;18/07/2018
1;0.0013657132944135;1;2105;2104;18/07/2018
0;0.0013603784322771;4;2105;2108;18/07/2018
0;0.0013600752284778;0;2105;2108;18/07/2018
0;0.0013455153125455;1;2105;2109;18/07/2018
1;0.0013323703030785;0;2106;2109;18/07/2018
0;0.0013323703030785;3;2106;2112;18/07/2018
0;0.0012655619362869;0;2106;2112;18/07/2018
0;0.0011512518708583;2;2106;2114;18/07/2018
2;0.0011365955437762;0;2108;2114;18/07/2018
0;0.0011277643498179;3;2108;2117;18/07/2018
0;0.0011119171139674;0;2108;2117;18/07/2018
0;0.0011090548409894;0;2108;2117;18/07/2018
0;0.0011090548409894;0;2108;2117;18/07/2018
1;0.0011089009203183;0;2109;2117;18/07/2018
0;0.0011089009203183;0;2109;2117;18/07/2018
0;0.0011089009203183;0;2109;2117;18/07/2018
0;0.0011089009203183;0;2109;2117;18/07/2018
0;0.0010761262477776;1;2109;2118;18/07/2018
0;0.0010445038675266;0;2109;2118;18/07/2018
0;0.0010292143911456;0;2109;2118;18/07/2018
0;0.000919922133181;1;2109;2119;19/07/2018
1;0.000919922133181;0;2110;2119;19/07/2018
0;0.000919922133181;2;2110;2121;19/07/2018
0;0.000919922133181;4;2110;2125;19/07/2018
0;0.00089400711805536;0;2110;2125;19/07/2018
0;0.0007171980865162;0;2110;2125;19/07/2018
0;0.00071620267840128;0;2110;2125;19/07/2018
0;0.00067461909576239;0;2110;2125;19/07/2018
1;0.00065443557195545;0;2111;2125;19/07/2018
10;0.00065443557195545;1;2121;2126;19/07/2018
4;0.00065443557195545;0;2125;2126;19/07/2018
1;0.00062292360053125;0;2126;2126;19/07/2018
1;0.00061556773397621;0;2127;2126;19/07/2018
4;0.00057465000296806;0;2131;2126;19/07/2018
0;0.00056787271694958;1;2131;2127;19/07/2018
0;0.00056787271694958;0;2131;2127;19/07/2018
0;0.00056787271694958;0;2131;2127;20/07/2018
1;0.00056699218581668;0;2132;2127;20/07/2018
0;0.00056699218581668;0;2132;2127;20/07/2018
0;0.0005643467764174;0;2132;2127;20/07/2018
0;0.00052797017162792;1;2132;2128;20/07/2018
0;0.00051914172100316;0;2132;2128;20/07/2018
0;0.00048905713031475;0;2132;2128;20/07/2018
0;0.00048905713031475;2;2132;2130;20/07/2018
3;0.00044625566557632;0;2135;2130;20/07/2018
0;0.00044625566557632;0;2135;2130;23/07/2018
0;0.00044625566557632;1;2135;2131;23/07/2018
1;0.00044625566557632;2;2136;2133;23/07/2018
0;0.00044625566557632;0;2136;2133;23/07/2018
1;0.00044625566557632;0;2137;2133;23/07/2018
0;0.00044387600028723;1;2137;2134;23/07/2018
0;0.00044387600028723;0;2137;2134;23/07/2018
0;0.00044387600028723;0;2137;2134;23/07/2018
0;0.00044387600028723;0;2137;2134;23/07/2018
0;0.00044387600028723;0;2137;2134;23/07/2018
0;0.00044387600028723;8;2137;2142;23/07/2018
1;0.00044387600028723;0;2138;2142;23/07/2018
0;0.00044387600028723;1;2138;2143;23/07/2018
1;0.00044387600028723;0;2139;2143;23/07/2018
1;0.00044387600028723;0;2140;2143;23/07/2018
0;0.00044387600028723;1;2140;2144;23/07/2018
0;0.00044387600028723;0;2140;2144;23/07/2018
0;0.00044387600028723;2;2140;2146;23/07/2018
0;0.00044387600028723;0;2140;2146;24/07/2018
0;0.00044387600028723;1;2140;2147;24/07/2018
0;0.00044387600028723;1;2140;2148;24/07/2018
0;0.00044387600028723;1;2140;2149;24/07/2018
0;0.00044387600028723;1;2140;2150;24/07/2018
0;0.00044387600028723;0;2140;2150;24/07/2018
0;0.00044387600028723;0;2140;2150;24/07/2018
0;0.00044387600028723;0;2140;2150;24/07/2018
1;0.00044387600028723;1;2141;2151;24/07/2018
0;0.00044387600028723;1;2141;2152;24/07/2018
0;0.00044387600028723;2;2141;2154;24/07/2018
0;0.00034118268793506;1;2141;2155;24/07/2018
0;0.00034118268793506;0;2141;2155;24/07/2018
0;0.00034118268793506;0;2141;2155;24/07/2018
0;0.00033573791961245;0;2141;2155;24/07/2018
0;0.00028616976259361;1;2141;2156;24/07/2018
0;0.00027262390240701;0;2141;2156;24/07/2018
0;0.00026688491882523;0;2141;2156;24/07/2018
1;0.00026688491882523;0;2142;2156;24/07/2018
1;0.00020745295374136;0;2143;2156;24/07/2018
0;0.00020668976571649;1;2143;2157;24/07/2018
0;0.00016385133914828;4;2143;2161;25/07/2018
0;0.00016291910479658;0;2143;2161;25/07/2018
0;0.00015841091880017;0;2143;2161;25/07/2018
0;0.00014183397551421;0;2143;2161;25/07/2018
0;0.00014183397551421;1;2143;2162;25/07/2018
0;0.00014183397551421;0;2143;2162;25/07/2018
0;0.00013524721200196;1;2143;2163;25/07/2018
3;0.00013300278155593;0;2146;2163;25/07/2018
0;0.00013300278155593;2;2146;2165;25/07/2018
0;0.00013300278155593;1;2146;2166;25/07/2018
0;0.00013300278155593;0;2146;2166;25/07/2018
0;0.00011505208337659;0;2146;2166;25/07/2018
2;0.00011429327272745;1;2148;2167;25/07/2018
0;0.00011429327272745;3;2148;2170;25/07/2018
0;0.00011429327272745;0;2148;2170;25/07/2018
0;0.00011429327272745;2;2148;2172;25/07/2018
1;0.00011429327272745;1;2149;2173;25/07/2018
1;0.00011429327272745;1;2150;2174;25/07/2018
0;0.00011429327272745;0;2150;2174;25/07/2018
0;0.00011429327272745;0;2150;2174;25/07/2018
0;0.00011429327272745;2;2150;2176;25/07/2018
0;0.00011429327272745;0;2150;2176;25/07/2018
0;0.00011429327272745;0;2150;2176;25/07/2018
0;0.00011429327272745;0;2150;2176;25/07/2018
2;0.00011429327272745;0;2152;2176;25/07/2018
0;0.00011429327272745;0;2152;2176;25/07/2018
0;4.04E-5;0;2152;2176;25/07/2018
0;3.79E-5;0;2152;2176;26/07/2018
0;1.19E-5;0;2152;2176;26/07/2018
0;-3.12E-5;0;2152;2176;26/07/2018
0;-4.63E-5;0;2152;2176;27/07/2018
0;-0.00010267423572758;0;2152;2176;27/07/2018
0;-0.00011993759697012;0;2152;2176;27/07/2018
0;-0.00012082055541538;0;2152;2176;27/07/2018
0;-0.00014080465391903;0;2152;2176;27/07/2018
0;-0.00017444080521538;0;2152;2176;27/07/2018
1;-0.00018225920482378;0;2153;2176;27/07/2018
3;-0.00019285359628764;0;2156;2176;27/07/2018
1;-0.00019285359628764;1;2157;2177;27/07/2018
0;-0.00019314289343675;1;2157;2178;27/07/2018
1;-0.00019812334704694;0;2158;2178;27/07/2018
0;-0.00019964997241348;0;2158;2178;27/07/2018
0;-0.00019964997241348;0;2158;2178;30/07/2018
0;-0.00023316255924529;1;2158;2179;30/07/2018
0;-0.00028282294896174;0;2158;2179;30/07/2018
0;-0.00029634363667387;0;2158;2179;30/07/2018
0;-0.00033083155785654;1;2158;2180;30/07/2018
2;-0.00036779198482929;0;2160;2180;30/07/2018
0;-0.00037256012903695;0;2160;2180;30/07/2018
0;-0.00038741220955722;0;2160;2180;30/07/2018
1;-0.00039862032547106;0;2161;2180;30/07/2018
0;-0.00046426337433203;0;2161;2180;30/07/2018
0;-0.00048267820048436;0;2161;2180;30/07/2018
1;-0.00059686638613481;3;2162;2183;30/07/2018
0;-0.00059778304616411;0;2162;2183;30/07/2018
0;-0.00059778304616411;0;2162;2183;30/07/2018
0;-0.00060801803097142;1;2162;2184;30/07/2018
0;-0.00060807450204866;0;2162;2184;30/07/2018
0;-0.00070578159992513;0;2162;2184;30/07/2018
0;-0.00079224915047858;0;2162;2184;30/07/2018
0;-0.00085364451649189;0;2162;2184;30/07/2018
4;-0.00085951435626;0;2166;2184;30/07/2018
1;-0.00085951435626;0;2167;2184;30/07/2018
1;-0.00085951435626;0;2168;2184;30/07/2018
0;-0.00085951435626;0;2168;2184;30/07/2018
0;-0.00087512761913217;0;2168;2184;30/07/2018
0;-0.00088462389628015;0;2168;2184;30/07/2018
0;-0.00089634338826461;0;2168;2184;30/07/2018
1;-0.00090360516419048;1;2169;2185;31/07/2018
0;-0.00090532792672943;0;2169;2185;31/07/2018
0;-0.00090630234447177;1;2169;2186;31/07/2018
0;-0.0010041511272434;0;2169;2186;31/07/2018
0;-0.001165965239731;4;2169;2190;31/07/2018
0;-0.001195225362343;2;2169;2192;31/07/2018
1;-0.0012520453835312;1;2170;2193;31/07/2018
1;-0.0012591832864654;4;2171;2197;31/07/2018
0;-0.0012601520053594;0;2171;2197;31/07/2018
1;-0.0013386082385371;0;2172;2197;31/07/2018
0;-0.0013386082385371;3;2172;2200;31/07/2018
0;-0.0013846596464588;0;2172;2200;31/07/2018
0;-0.0014237804253328;0;2172;2200;31/07/2018
2;-0.0014917638166594;0;2174;2200;31/07/2018
0;-0.0014936106663915;1;2174;2201;31/07/2018
0;-0.0015114888599429;0;2174;2201;31/07/2018
0;-0.0015431687328123;0;2174;2201;31/07/2018
0;-0.0015431687328123;0;2174;2201;31/07/2018
0;-0.0015431687328123;0;2174;2201;31/07/2018
0;-0.001593686543846;0;2174;2201;31/07/2018
1;-0.0017028275290238;0;2175;2201;31/07/2018
0;-0.0017028275290238;0;2175;2201;31/07/2018
1;-0.0017870107187405;1;2176;2202;01/08/2018
0;-0.0017870107187405;0;2176;2202;01/08/2018
2;-0.0017870107187405;0;2178;2202;01/08/2018
0;-0.0017870107187405;0;2178;2202;01/08/2018
0;-0.0017870107187405;1;2178;2203;02/08/2018
1;-0.0017982666594588;0;2179;2203;02/08/2018
0;-0.0018432759998037;0;2179;2203;02/08/2018
0;-0.0018432759998037;0;2179;2203;02/08/2018
0;-0.0018432759998037;2;2179;2205;02/08/2018
0;-0.001862314547407;0;2179;2205;02/08/2018
1;-0.0019715941001846;0;2180;2205;02/08/2018
0;-0.0019772229102993;0;2180;2205;02/08/2018
0;-0.0020661942163072;0;2180;2205;02/08/2018
1;-0.0020814836926882;0;2181;2205;02/08/2018
0;-0.0021437619336406;0;2181;2205;02/08/2018
0;-0.0021680465476941;0;2181;2205;02/08/2018
0;-0.0021933448106304;0;2181;2205;02/08/2018
0;-0.002250965572548;0;2181;2205;02/08/2018
1;-0.002250965572548;0;2182;2205;02/08/2018
1;-0.002250965572548;0;2183;2205;02/08/2018
1;-0.002250965572548;0;2184;2205;02/08/2018
0;-0.0022669782194477;1;2184;2206;02/08/2018
0;-0.002286612938894;0;2184;2206;02/08/2018
0;-0.0023863094531227;0;2184;2206;02/08/2018
0;-0.0023947365767086;0;2184;2206;03/08/2018
0;-0.0024095988275122;0;2184;2206;03/08/2018
0;-0.0024121772690387;0;2184;2206;03/08/2018
0;-0.0024288702210786;0;2184;2206;03/08/2018
0;-0.0024329163567303;0;2184;2206;03/08/2018
0;-0.0024329163567303;1;2184;2207;03/08/2018
0;-0.0024738837890515;0;2184;2207;03/08/2018
0;-0.0024738837890515;0;2184;2207;03/08/2018
0;-0.0025087812441001;0;2184;2207;03/08/2018
0;-0.0025113520203077;0;2184;2207;03/08/2018
1;-0.0025372440353105;0;2185;2207;03/08/2018
0;-0.0025550759273889;0;2185;2207;03/08/2018
1;-0.0025550759273889;0;2186;2207;03/08/2018
0;-0.0026893662317992;0;2186;2207;03/08/2018
0;-0.0026973531718116;0;2186;2207;03/08/2018
0;-0.0027336344096235;0;2186;2207;03/08/2018
0;-0.0027348403270098;0;2186;2207;03/08/2018
0;-0.002778112418712;0;2186;2207;03/08/2018
0;-0.0027996177965673;0;2186;2207;03/08/2018
0;-0.0029960702440768;0;2186;2207;03/08/2018
1;-0.0030352625954055;0;2187;2207;03/08/2018
0;-0.0033049886410759;0;2187;2207;03/08/2018
0;-0.0034094950501063;0;2187;2207;03/08/2018
0;-0.0034316864811174;5;2187;2212;03/08/2018
0;-0.0035272037743374;3;2187;2215;03/08/2018
1;-0.0035343578067767;0;2188;2215;06/08/2018
0;-0.0035424932507185;0;2188;2215;06/08/2018
0;-0.0036290561057243;1;2188;2216;06/08/2018
0;-0.0036479758702596;0;2188;2216;06/08/2018
0;-0.0036848781660812;0;2188;2216;06/08/2018
0;-0.0037471582868474;0;2188;2216;06/08/2018
0;-0.0038950455487356;1;2188;2217;06/08/2018
0;-0.003953341154576;2;2188;2219;06/08/2018
3;-0.0041094191114232;0;2191;2219;06/08/2018
2;-0.0041223344532729;0;2193;2219;06/08/2018
1;-0.004202393945478;0;2194;2219;06/08/2018
1;-0.0044570798021071;0;2195;2219;06/08/2018
0;-0.0045229299833843;0;2195;2219;06/08/2018
0;-0.0045229299833843;0;2195;2219;06/08/2018
0;-0.0045229299833843;0;2195;2219;06/08/2018
0;-0.0045572385956747;0;2195;2219;06/08/2018
0;-0.0047071501733683;1;2195;2220;06/08/2018
0;-0.0047524301357573;1;2195;2221;06/08/2018
2;-0.0048879772065657;0;2197;2221;07/08/2018
0;-0.0049306195561285;0;2197;2221;07/08/2018
1;-0.0049306195561285;0;2198;2221;08/08/2018
0;-0.0050283606530665;0;2198;2221;08/08/2018
1;-0.0051427737733878;0;2199;2221;08/08/2018
0;-0.005168835621374;0;2199;2221;08/08/2018
1;-0.0052244478889197;0;2200;2221;08/08/2018
0;-0.0052244478889197;0;2200;2221;08/08/2018
0;-0.0054393176665599;0;2200;2221;08/08/2018
1;-0.0056335670951843;0;2201;2221;08/08/2018
0;-0.0056981693591985;0;2201;2221;08/08/2018
0;-0.0058046645593446;0;2201;2221;08/08/2018
0;-0.0058559452146174;0;2201;2221;08/08/2018
1;-0.0059839395414145;0;2202;2221;08/08/2018
2;-0.0061157296479435;0;2204;2221;08/08/2018
0;-0.0061770000164378;0;2204;2221;08/08/2018
0;-0.006189539565763;0;2204;2221;08/08/2018
0;-0.0062372125857056;0;2204;2221;08/08/2018
0;-0.0066092900978877;0;2204;2221;09/08/2018
0;-0.0066197224690261;0;2204;2221;09/08/2018
0;-0.0069486038541547;0;2204;2221;09/08/2018
0;-0.0070120656031349;0;2204;2221;09/08/2018
1;-0.0070278577904663;0;2205;2221;09/08/2018
0;-0.0071735486858554;0;2205;2221;09/08/2018
0;-0.0073644801200497;0;2205;2221;09/08/2018
0;-0.0076895979224611;0;2205;2221;09/08/2018
1;-0.0077867644424351;0;2206;2221;09/08/2018
0;-0.0077874550736133;0;2206;2221;09/08/2018
0;-0.0078921412874116;0;2206;2221;09/08/2018
8;-0.0084012813053455;0;2214;2221;09/08/2018
0;-0.0084846766298106;0;2214;2221;09/08/2018
1;-0.0091277084125754;0;2215;2221;09/08/2018
0;-0.0093409699235861;0;2215;2221;09/08/2018
0;-0.010022102964388;0;2215;2221;10/08/2018
0;-0.010293698541506;0;2215;2221;10/08/2018
0;-0.0103641840362;0;2215;2221;10/08/2018
3;-0.010881392096225;0;2218;2221;10/08/2018
0;-0.014222323331759;0;2218;2221;10/08/2018
1;-0.014336564892451;0;2219;2221;10/08/2018
1;-0.014699339300298;0;2220;2221;10/08/2018
0;-0.015278202046744;0;2220;2221;10/08/2018
0;-0.015481344666537;0;2220;2221;10/08/2018
0;-0.015946839627631;0;2220;2221;10/08/2018
0;-0.016575413500875;0;2220;2221;10/08/2018
0;-0.017148263996065;0;2220;2221;10/08/2018
0;-0.018165666084184;0;2220;2221;10/08/2018
0;-0.02134771553177;0;2220;2221;10/08/2018
0;-0.021419740045741;0;2220;2221;10/08/2018
0;-0.024760256973607;0;2220;2221;10/08/2018
1;-0.033350173799583;0;2221;2221;10/08/2018
0;-0.034994996617518;0;2221;2221;10/08/2018
